1.3509113 0.24452114 1.6871324
1.1689489 0.044579506 1.7481616
1.2608881 0.25075436 2.972539
0.6047907 0.011619568 3.3890057
0.8216033 -0.3933859 1.8433754
0.04534626 -0.19995785 3.338967
1.3579965 0.09927368 1.8149838
0.6859875 -0.42203617 1.6687462
1.2668991 0.29032516 2.5629618
0.16441345 -0.9461489 1.4408188
0.3474903 -0.11111069 3.694327
1.2618046 0.05494404 1.7946656
0.28622627 -0.9870777 1.300374
1.5504932 1.0162439 3.0915995
0.18946743 -0.1835947 3.6518042
1.5931635 0.46303654 1.738579
1.5770874 0.5131779 1.7993853
1.5838537 0.5094147 2.1604357
1.5338211 0.41265965 2.316074
0.60972786 -0.50051785 2.8307607
0.61630917 -0.55771255 2.832174
1.4568253 0.33141994 1.7321638
0.52657986 -0.53189373 2.9007745
0.78767204 0.45530128 3.170855
0.56440353 -0.22106266 1.3088424
1.1966362 0.13144493 1.7061067
1.4103909 0.53171253 2.0529027
0.60219383 -0.60633826 2.7648022
0.52778244 -0.33765602 1.4806329
0.54177475 0.8793744 3.000965
0.71242905 -0.35995442 3.0260146
0.33403015 -0.09322959 3.7151532
0.40662003 0.03174448 3.7275157
0.4790039 -0.47397816 1.5987592
0.41085052 0.5802147 1.3935863
0.30641174 -0.49207473 1.4352396
0.71997833 -0.77835035 2.5264816
0.2004528 0.17742252 3.3418157
0.3933649 -0.62432814 1.359549
0.12935448 -0.3896532 1.0369191
-1.27602 0.8246889 1.7295964
-0.010595322 0.04698944 3.3633978
0.48045254 -0.052527428 1.4135048
0.55524635 0.007297516 1.4998584
1.2624178 0.055103302 2.7179506
-1.3788624 0.46157265 2.057962
-1.1959667 0.81988335 1.3383586
-0.37802124 0.34243584 3.320037
-0.3617401 0.3671837 3.9317424
-0.5541754 0.67430115 1.2807411
0.17635393 -0.5246239 0.73198164
-0.9989481 0.5021496 2.3952084
0.014503479 -0.43230247 1.0798715
-0.11320877 -0.58387184 0.6623206
1.1398659 -0.3929577 3.0730312
0.4525218 0.51779366 1.6411682
-1.4901772 0.7735481 1.7846636
1.3728766 -0.4188137 2.7434342
-0.39230132 0.639164 2.9891596
0.11236645 -0.45653152 0.8759446
0.29626584 0.3978119 1.5738657
0.41807532 -0.5654526 1.009434
-0.04762721 -0.13968468 3.9563937
1.3803773 0.26145554 1.9405565
0.21115637 -0.1510315 4.0343714
1.0525465 0.23570633 1.7537405
0.3121643 -0.11855316 4.0521083
-0.26483393 -0.59976006 1.4223521
-0.9268894 -0.54167366 3.6644423
0.28276825 -0.24820709 3.5509648
-0.7680769 -0.6672802 3.67326
0.5955334 0.0010242462 3.6463106
-0.02812004 -0.49482536 1.1163357
1.0453768 0.40397453 3.691919
0.6030283 0.13583565 1.0046641
0.34579277 -0.15023613 3.3927338
-0.9217529 -1.1516666 1.8307161
1.2380848 0.39132118 1.7386138
-0.562027 -0.84479904 1.5899493
0.79514694 0.83680344 2.3488715
-0.49045467 0.41853333 2.9887905
-0.20344448 -0.5097866 4.085839
0.25302315 -0.42785072 1.1621923
0.08081055 0.1768589 3.1956227
-0.5501766 -1.0876637 3.6129136
-0.33883858 0.7050915 2.7753456
0.0143585205 1.0116863 1.7530417
-0.46035957 0.61949444 2.179926
-0.4043293 0.5452719 2.9931293
0.40533257 -0.33861828 3.3715444
1.4574337 0.31493664 2.6444645
-0.096624374 -0.9031334 4.1782074
-0.16940689 0.7886858 2.8567681
-0.3142414 -0.82120705 1.3404169
0.18179893 -0.03199005 1.0582981
-0.31033325 -1.4189262 3.6312408
-0.21017456 0.7772932 2.830737
0.40315056 -0.36114597 3.8195448
1.6271896 0.38370514 2.5710392
0.4447708 -0.34904957 3.086647
-0.21889114 0.36836624 3.0476494
-0.49714088 -0.87890005 2.7085772
-0.11725235 -0.5110433 1.2472105
0.49705887 -0.99991107 2.9762096
0.23872948 -0.84950745 3.8272862
-0.25523758 0.5371506 3.1327515
0.12586403 -1.1932166 3.8356514
0.35682487 -0.91432357 2.8486538
-0.33235168 0.02744548 3.214106
-0.41980934 0.11354363 3.1223664
0.2521267 -1.1247969 2.7368054
0.5391102 -0.084980965 3.1040525
0.8605156 -1.1134844 1.9178376
-0.23381042 -0.6614895 1.5483384
-0.3146801 -0.85964775 1.7513585
-0.61878395 0.4689722 2.840613
0.6864395 -0.36098003 3.4692383
1.2288008 -0.9342127 1.8337374
0.7454386 -0.21729183 3.7835832
1.2104502 -0.59408855 2.9142904
